film_id,titre,genre_principale,date_sortie_france,date_sortie_usa,image_url,synopsis,duree,note_moyenne,acteurs,entrees_demarrage_france,entrees_totales_france,budget,recette_usa,recette_reste_du_monde,recette_monde
20888,Minuit dans l'univers,Adaptation Livre,23/12/2020,23/12/2020,https://www.jpbox-office.com/cinema/images/posters/20888-20201223013314.jpg,"Dans ce film post-apocalyptique, Augustine, scientifique solitaire basé en Arctique, tente l’impossible pour empêcher l'astronaute Sully et son équipage de rentrer sur Terre. Car il sait qu’une mystérieuse catastrophe planétaire est imminente",2h 02min,Non disponible,George Clooney (Rôle principal - - Augustine Lofthouse) | Alexandre Desplat,,,? $,- $,62 557 $,62 557 $
19577,Dune (2021),Adaptation Livre,15/09/2021,22/10/2021,https://www.jpbox-office.com/cinema/images/posters/19577-20210817111925-0.jpg,"L'histoire de Paul Atreides, jeune homme aussi doué que brillant, voué à connaître un destin hors du commun qui le dépasse totalement. Car s'il veut préserver l'avenir de sa famille et de son peuple, il devra se rendre sur la planète la plus dangereuse de l'univers – la seule à même de fournir la ressource la plus précieuse au monde, capable de décupler la puissance de l'humanité. Tandis que des forces maléfiques se disputent le contrôle de cette planète, seuls ceux qui parviennent à dominer leur peur pourront survivre…",2h 35min,4,Timothée Chalamet (Rôle principal - - Paul Atreides) | Javier Bardem (Second rôle - - Stilgar) | Josh Brolin (Second rôle - - Gurney Halleck) | Jason Momoa (Second rôle - - Duncan Idaho) | Charlotte Rampling (Second rôle - - Révérend Mère Mohiam) | Hans Zimmer,1 030 687,3 165 270,165 000 000 $,108 327 830 $,286 300 000 $,394 627 830 $
21233,Tout s’est bien passé,Adaptation Livre,22/09/2021,14/04/2023,https://www.jpbox-office.com/cinema/images/posters/21233-20210917061836-0.jpg,"Emmanuèle, romancière épanouie dans sa vie privée et professionnelle, se précipite à l’hôpital, son père André vient de faire un AVC.
Fantasque, aimant passionnément la vie mais diminué, il demande à sa fille de l’aider à en finir.
Avec l’aide de sa sœur Pascale, elle va devoir choisir : accepter la volonté de son père ou le convaincre de changer d’avis.",1h 52min,3,André Dussollier (Rôle principal - - André) | Sophie Marceau (Rôle principal - - Emmanuelle) | Charlotte Rampling (Second rôle - - Claude),100 494,255 919,6 690 000 ,- $,2 211 500 $,2 211 500 $
21286,Eugénie Grandet,Adaptation Livre,29/09/2021,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21286-20210815081101-0.jpg,"Felix Grandet règne en maître dans sa modeste maison de Saumur où sa femme et sa fille Eugénie, mènent une existence sans distraction. D’une avarice extraordinaire, il ne voit pas d’un bon œil les beaux partis qui se pressent pour demander la main de sa fille. Rien ne doit entamer la fortune colossale qu’il cache à tous. L’arrivée soudaine du neveu de Grandet, un dandy parisien orphelin et ruiné, bouleverse la vie de la jeune fille. L’amour et la générosité d’Eugénie à l’égard de son cousin va plonger le Père Grandet dans une rage sans limite. Confronté à sa fille, il sera plus que jamais prêt à tout sacrifier sur l’autel du profit, même sa propre famille...",1h 45min,3,Valérie Bonneton (Rôle principal - - Madame Grandet) | Oliver Gourmet (Rôle principal - - Félix Grandet),70 150,202 421,? ,- $,1 402 740 $,1 402 740 $
19762,La Leçon d'allemand,Adaptation Livre,12/01/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/19762-20220102070733-0.jpg,"Siggi Jepsen est enfermé dans une prison pour jeunes délinquants après avoir rendu copie blanche lors d'une épreuve de rédaction. Le sujet : « Les joies du devoir ». Dans l'isolement de sa cellule, il se remémore la période qui a fait basculer sa vie. En 1943, son père, officier de police, est contraint de faire appliquer la loi du Reich et ses mesures liberticides à l'encontre de l'un de ses amis d'enfance, le peintre Max Nansen, privé d’exercer son métier. Siggi remet alors en cause l'autorité paternelle et se donne pour devoir de sauver Max et son œuvre…",2h 05min,Non disponible,Non disponible,7 358,13 428,? $,- $,1 152 502 $,1 152 502 $
21690,L'Étau de Munich,Adaptation Livre,21/01/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21690-20220101023428.jpg,Automne 1938 à Munich. Un fonctionnaire britannique et un diplomate allemand conspirent à prévenir la guerre qui menace l'Europe.,2h 10min,Non disponible,Jeremy Irons (Rôle principal - - Neville Chamberlain),,,Non disponible,,,
18173,Mort sur le Nil (2022),Adaptation Livre,09/02/2022,11/02/2022,https://www.jpbox-office.com/cinema/images/posters/A-2022-18173-20230309062843.jpg,"Au cours d’une luxueuse croisière sur le Nil, ce qui devait être une lune de miel idyllique se conclut par la mort brutale de la jeune mariée. Ce crime sonne la fin des vacances pour le détective Hercule Poirot. A bord en tant que passager, il se voit confier l’enquête par le capitaine du bateau. Et dans cette sombre affaire d’amour obsessionnel aux conséquences meurtrières, ce ne sont pas les suspects qui manquent ! S’ensuivent une série de rebondissements et de retournements de situation qui, sur fond de paysages grandioses, vont peu à peu déstabiliser les certitudes de chacun jusqu’à l’incroyable dénouement !",2h 07min,4,Kenneth Branagh (Rôle principal - - Hercule Poirot) | Gal Gadot (Rôle principal - - Linnet Ridgeway Doyle) | Annette Bening (Second rôle - - Euphemia Bouc) | Ridley Scott (Producteur) | Agatha Christie (D'après son oeuvre),336 133,870 902,90 000 000 $,45 630 104 $,91 677 131 $,137 307 235 $
21703,Maigret,Adaptation Livre,23/02/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21703-20220102072044-0.jpg,"Maigret enquête sur la mort d'une jeune fille. Rien ne permet de l'identifier, personne ne semble l'avoir connue, ni se souvenir d'elle. Il rencontre une délinquante, qui ressemble étrangement à la victime, et réveille en lui le souvenir d'une autre disparition, plus ancienne et plus intime...",1h 30min,3,Gérard Depardieu (Rôle principal - - Jules Maigret) | Georges Simenon (D'après son oeuvre),260 011,545 721,6 090 000 ,- $,4 214 110 $,4 214 110 $
21472,Le Temps des secrets,Adaptation Livre,23/03/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21472-20220102071847-0.jpg,"Marseille, juillet 1905. Le jeune Marcel Pagnol vient d'achever ses études primaires. Dans trois mois, il entrera au « lycée ». Trois mois... une éternité quand on a cet âge. Car voici le temps des vacances, les vraies, les grandes ! Enfant de la ville, ce retour tant attendu à ses chères collines d'Aubagne, celles de « La Gloire de mon père » et « Le Château de ma mère » le transporte de bonheur. Il y retrouve la nature, les grands espaces et surtout son ami Lili toujours prêt à partager de nouvelles aventures, à l’âge où le temps de l’insouciance laisse place à celui des secrets.",1h 48min,4,François-Xavier Demaison (Rôle principal - - Oncle Jules) | Marcel Pagnol (D'après son oeuvre),170 019,442 957,9 280 000 ,- $,3 047 202 $,3 047 202 $
22213,Là où chantent les écrevisses,Adaptation Livre,17/08/2022,15/07/2022,https://www.jpbox-office.com/cinema/images/posters/22213-20220715103132-0.jpg,"Kya, une petite fille abandonnée, a grandi seule dans les dangereux marécages de Caroline du Nord. Pendant des années, les rumeurs les plus folles ont conru sur la ""Fille des Marais"" de Barkley Cove, isolant encore davantage la sensible et résiliente Kya de la communauté. Sa rencontre avec deux jeunes hommes de la ville ouvre à Kya un monde nouveau et effrayant ; mais lorsque l'un d'eux est retrouvé mort, toute la communauté la considère immédiatement comme la principale suspecte. A mesure que la vérité sur les événements dessine, les réponses menacent de révéler les nombreux secrets enfouis dans les marécages.",2h 05min,4,Non disponible,110 381,246 133,24 000 000 $,90 098 563 $,45 000 000 $,135 098 563 $
21302,Couleurs de l'incendie,Adaptation Livre,09/11/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21302-20221105084249-0.jpg,"Février 1927. Madeleine, une riche héritière, doit reprendre la tête de l'empire financier de son père. Mais elle a un fils, Paul, qui d'un geste inattendu et tragique va la placer sur le chemin de la ruine et du déclassement.",2h 14min,4,Léa Drucker (Rôle principal - - Madeleine Péricourt) | Benoît Poelvoorde (Rôle principal - - Gustave Joubert) | Fanny Ardant (Second rôle - - Solange Gallinato) | Clovis Cornillac (Second rôle - - M. Dupré) | Oliver Gourmet (Second rôle - - Charles Péricourt),302 030,742 080,Non disponible,,,
22546,La Maison (2022),Adaptation Livre,16/11/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22546-20221210052210.jpg,"Pour écrire son nouveau livre, Emma décide de se faire engager comme prostituée dans une maison close à Berlin.",1h 30min,4,Non disponible,18 262,26 406,Non disponible,,,
22610,L'Envol (Scarlet),Adaptation Livre,11/01/2023,09/06/2023,https://www.jpbox-office.com/cinema/images/posters/22610-20230106022332-0.jpg,"Quelque part dans le Nord de la France, Juliette grandit seule avec son père, Raphaël, un soldat rescapé de la Première Guerre mondiale. Passionnée par le chant et la musique, la jeune fille solitaire fait un été la rencontre d’une magicienne qui lui promet que des voiles écarlates viendront un jour l’emmener loin de son village. Juliette ne cessera jamais de croire en la prophétie.",1h 40min,Non disponible,Yolande Moreau (Second rôle - - La magicienne),14 978,29 399,? ,79 439 $,305 993 $,385 432 $
22599,Marlowe,Adaptation Livre,15/02/2023,15/02/2023,https://www.jpbox-office.com/cinema/images/posters/22599-20230121110819-0.jpg,"En 1939, à Bay City en Californie, alors que la carrière du détective privé Philip Marlowe bat de l’aile, Clare Cavendish vient lui demander son aide pour retrouver son ancien amant, Nico Peterson, mystérieusement disparu. L’enquête de Marlowe va le mener au Club Cobata, repaire des habitants les plus influents et fortunés de Los Angeles. Mais rapidement, il se heurte à ses anciens collègues de la police alors qu’il fouine dans les coulisses de l’industrie hollywoodienne et dans les affaires de l’une des familles les plus puissantes de la cité des anges.",1h 50min,3,Diane Kruger (Rôle principal - - Clare Cavendish) | Liam Neeson (Rôle principal - - Philip Marlowe),54 242,81 978,? ,4 350 243 $,528 544 $,4 878 787 $
22713,Arrête avec tes mensonges,Adaptation Livre,22/02/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22713-20230227045111.jpg,"Le romancier Stéphane Belcourt a accepté de parrainer le bicentenaire d’une célèbre marque de cognac. C’est l’occasion de revenir pour la première fois dans la ville où il a grandi. Sur place, il rencontre Lucas, le fils de son premier amour. Les souvenirs affluent : le désir irrépressible, les corps qui s’unissent, une passion qu’il faut taire… Ce premier amour s’appelait Thomas. Ils avaient 17 ans.",1h 45min,Non disponible,Non disponible,48 547,89 052,2 100 000 ,- $,578 776 $,578 776 $
22648,Sur les chemins noirs,Adaptation Livre,22/03/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22648-20230305044652-0.jpg,"Un soir d’ivresse, Pierre, écrivain explorateur, fait une chute de plusieurs étages. Cet accident le plonge dans un coma profond. Sur son lit d’hôpital, revenu à la vie, il se fait la promesse de traverser la France à pied du Mercantour au Cotentin. Un voyage unique et hors du temps à la rencontre de l'hyper-ruralité, de la beauté de la France et de la renaissance de soi.",1h 34min,4,Jean Dujardin (Rôle principal - - Pierre),438 142,1 044 512,? ,- $,7 964 795 $,7 964 795 $
23373,La Tresse,Adaptation Livre,29/11/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23373-20231130064744.jpg,"Inde. Smita est une Intouchable. Elle rêve de voir sa fille échapper à sa condition misérable et entrer à l'école.
Italie. Giulia travaille dans l'atelier de son père. Lorsqu'il est victime d'un accident, elle découvre que l'entreprise familiale est ruinée.
Canada. Sarah, avocate réputée, va être promue à la tête de son cabinet quand elle apprend qu'elle est malade.
Trois vies, trois femmes, trois continents. Trois combats à mener. Si elles ne se connaissent pas, Smita, Giulia et Sarah sont liées sans le savoir par ce qu'elles ont de plus intime et de plus singulier.",2h 00min,3,Non disponible,306 073,1 256 704,Non disponible,,,
23588,Dune (2021) (Rep. 2024),Adaptation Livre,07/02/2024,09/02/2024,https://www.jpbox-office.com/cinema/images/posters/23588-20240218062904.jpg,"L'histoire de Paul Atreides, jeune homme aussi doué que brillant, voué à connaître un destin hors du commun qui le dépasse totalement. Car s'il veut préserver l'avenir de sa famille et de son peuple, il devra se rendre sur la planète la plus dangereuse de l'univers – la seule à même de fournir la ressource la plus précieuse au monde, capable de décupler la puissance de l'humanité. Tandis que des forces maléfiques se disputent le contrôle de cette planète, seuls ceux qui parviennent à dominer leur peur pourront survivre…",2h 35min,5,Timothée Chalamet (Rôle principal - - Paul Atreides) | Javier Bardem (Second rôle - - Stilgar) | Josh Brolin (Second rôle - - Gurney Halleck) | Jason Momoa (Second rôle - - Duncan Idaho) | Charlotte Rampling (Second rôle - - Révérend Mère Mohiam) | Hans Zimmer,78 390,78 390,165 000 000 $,570 000 $,- $,570 000 $
23646,Le Nom de la Rose (Rep. 2024),Adaptation Livre,21/02/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/23646-20240323051355.jpg,"En l'an 1327, dans une abbaye bénédictine, le moine franciscain Guillaume de Baskerville, accompagné de son jeune novice Adso, enquête sur de mystérieuses morts qui frappent la confrérie. Le secret semble résider dans la bibliothèque, où le vieux Jorge garde jalousement un livre jugé maudit.",2h 11min,5,Sean Connery (Rôle principal - - Guillaume de Baskerville) | Christian Slater (Rôle principal) | Ron Perlman (Second rôle) | James Horner,12 948,33 318,Non disponible,,,
19576,Les Enfants du temps,Animation,08/01/2020,15/01/2020,https://www.jpbox-office.com/cinema/images/posters/19576-20200104011300-0.jpg,"Hodaka Morishima, élève de lycée, quitte son domicile sur une île isolée pour s'installer à Tokyo mais devient immédiatement fauché. Il vit ses jours dans l'isolement, mais trouve finalement un travail en tant qu'écrivain pour un magazine occulte louche. Après son entrée en fonction, le temps a été pluvieux jour après jour. Dans un coin de la ville surpeuplée et fréquenté, Hodaka rencontre une jeune fille nommée Hina Amano. En raison de certaines circonstances, Hina et son jeune frère vivent ensemble, mais mènent une vie joyeuse et stable. Hina a aussi un pouvoir: le pouvoir d'arrêter la pluie et de dégager le ciel.",1h 51min,3,Non disponible,95 545,228 006,? $,8 056 636 $,181 457 968 $,189 514 604 $
